N,K,method_id,label,throughput_mbps,se_bps_per_hz
8,50,random,Random,101.35256619811774,5.067628309905888
8,50,random,Random,62.145531749953804,3.10727658749769
8,50,random,Random,102.27592357987817,5.113796178993908
8,50,random,Random,81.74008642771278,4.087004321385639
8,50,random,Random,86.43726594306465,4.321863297153232
8,50,random,Random,97.36205997510518,4.868102998755259
8,50,random,Random,82.43594350106243,4.121797175053121
8,50,random,Random,61.85613811135574,3.092806905567787
8,50,random,Random,88.79475659185591,4.439737829592795
8,50,random,Random,86.88188181131072,4.3440940905655365
8,50,random,Random,73.71906203544906,3.6859531017724527
8,50,random,Random,74.49087165298572,3.7245435826492863
8,50,random,Random,92.14246279742378,4.607123139871189
8,50,random,Random,71.77925603017766,3.5889628015088832
8,50,random,Random,53.99746961655165,2.6998734808275824
8,50,random,Random,43.347351755792864,2.1673675877896432
8,50,random,Random,49.86805148475627,2.4934025742378134
